107.771,3109.888,2293.467
107.5918,3110.169,2273.559
105.8882,3110.032,2249.907
105.9091,3109.998,2243.214
103.6503,3107.723,2194.705
103.9392,3107.227,2185.815
101.3468,3109.354,2175.722
100.4642,3110.121,2172.036
94.54877,3112.064,2139.243
94.72369,3111.722,2128.401
93.02934,3111.59,2113.739
93.03802,3111.573,2111.962
85.63528,3111.361,2084.837
84.94739,3110.878,2041.004
84.95158,3110.868,2028.126
84.91647,3110.955,2015.293
84.90358,3110.987,2013.104
78.69684,3110.988,1960.796
80.80011,3111.302,1976.28
80.40427,3111.172,1964.882
78.24371,3111.017,1929.961
78.24335,3111.018,1929.524
78.19787,3111.155,1874.169
78.19604,3111.16,1871.948
73.328,3111.161,1855.147
72.03161,3111.045,1843.114
69.52195,3110.42,1826.687
66.82241,3110.535,1803.171
65.48048,3110.562,1794.732
65.47565,3110.586,1786.757
67.26099,3110.565,1793.669
65.91425,3110.62,1775.873
65.46528,3110.639,1769.655
61.90765,3110.628,1762.966
